OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD2002,2023-05-1,C57867,Chair,4,385.92,579,Credit Car ,Cancelled,TRK92055,8,,Instagram,1543.68
ORD2002,2025-03-2,C62622,Tablet,1,562.61,762,Credit Car ,Delivered,TRK70997,3,WINTER15,Facebook,562.61
ORD2002,2023-12-1,C94595,Desk,4,61.91,948,Gift Card,Delivered,TRK24497,6,WINTER15,Email,247.64
ORD2002,2023-11-0,C30955,Phone,4,41.9,327,Gift Card,Pending,TRK46898,9,FREESHIP,Instagram,167.6
ORD2002,2023-05-1,C20731,Printer,4,444.44,610,Debit Card,Cancelled,TRK75568,8,WINTER15,Google,1777.76
ORD2002,2024-08-2,C30168,Phone,3,311.33,146,Cash,Cancelled,TRK73699,3,WINTER15,Instagram,933.99
ORD2002,2024-11-2,C79842,Printer,4,236.41,337,Debit Card,Pending,TRK26957,7,SAVE10,Google,945.64
ORD2002,2023-02-2,C32854,Desk,1,65.45,815,Cash,Pending,TRK30009,2,WINTER15,Google,65.45
ORD2002,2023-01-0,C14847,Monitor,1,318.81,562,Debit Card,Pending,TRK39663,3,WINTER15,Email,318.81
ORD2002,2024-03-1,C88645,Monitor,3,583.72,783,Credit Car ,Shipped,TRK74097,5,FREESHIP,Facebook,1751.16
ORD2002,2024-12-1,C66149,Desk,4,384.32,770,Credit Car ,Pending,TRK76307,6,WINTER15,Google,1537.28
ORD2002,2024-12-1,C20256,Tablet,3,538.74,456,Online,Shipped,TRK71127,6,FREESHIP,Email,1616.22
ORD20024,2023-07-1,C14983,Tablet,1,17.24,255,Online,Pending,TRK93444,2,FREESHIP,Instagram,17.24
ORD20024,2023-05-1,C20817,Chair,5,615.67,407,Online,Pending,TRK44164,6,SAVE10,Email,3078.35
ORD20024,2023-05-0,C94921,Printer,2,219.1,134,Online,Pending,TRK97794,4,SAVE10,Referral,438.2
ORD20024,2025-05-0,C54725,Chair,2,144.66,506,Online,Cancelled,TRK30601,7,FREESHIP,Google,289.32
ORD20024,2023-02-1,C98096,Desk,2,317.77,838,Debit Card,Cancelled,TRK51518,4,WINTER15,Facebook,635.54
ORD20024,2025-04-2,C12667,Laptop,1,223.3,306,Online,Returned,TRK25390,1,,Facebook,223.3
ORD20024,2024-08-3,C55354,Desk,2,342.11,164,Gift Card,Shipped,TRK15439,2,WINTER15,Instagram,684.22
ORD20024,2023-07-2,C14600,Printer,2,220.9,785,Gift Card,Shipped,TRK84984,4,,Email,441.8
ORD20024,2023-07-0,C97187,Laptop,1,670.54,471,Cash,Shipped,TRK62283,6,FREESHIP,Referral,670.54
ORD20024,2024-02-0,C39106,Printer,1,546.19,245,Cash,Pending,TRK35464,5,FREESHIP,Referral,546.19
ORD2002,2023-04-0,C93379,Desk,3,42.95,318,Gift Card,Returned,TRK67954,8,SAVE10,Email,128.85
ORD2002,2025-05-1,C93175,Monitor,4,14.69,814,Cash,Cancelled,TRK32995,9,,Email,58.76
ORD2002,2024-09-2,C19648,Phone,4,668.36,821,Gift Card,Cancelled,TRK51297,5,FREESHIP,Facebook,2673.44
ORD2002,2024-03-2,C14891,Chair,4,413.74,743,Gift Card,Returned,TRK79471,7,FREESHIP,Instagram,1654.96
ORD2002,2023-12-2,C10866,Monitor,3,263.19,770,Online,Delivered,TRK34809,5,,Instagram,789.57
ORD2002,2024-05-1,C47283,Monitor,1,263.96,806,Gift Card,Returned,TRK56235,2,SAVE10,Google,263.96
ORD2002,2025-06-3,C94323,Chair,5,75.81,463,Gift Card,Returned,TRK22663,10,WINTER15,Instagram,379.05
ORD2002,2024-04-2,C89732,Phone,1,406.22,712,Credit Car ,Cancelled,TRK41059,5,SAVE10,Referral,406.22
ORD2002,2024-02-2,C87764,Tablet,2,103.41,294,Online,Shipped,TRK94082,2,FREESHIP,Referral,206.82
ORD2002,2023-06-1,C20977,Chair,4,435.12,636,Credit Car ,Delivered,TRK54991,9,SAVE10,Instagram,1740.48
ORD2002,2023-05-1,C12245,Monitor,2,407.79,153,Debit Card,Shipped,TRK22000,3,,Google,815.58
ORD2002,2025-05-2,C68976,Phone,5,173.65,460,Gift Card,Delivered,TRK25491,9,SAVE10,Email,868.25
ORD2002,2023-01-1,C69476,Phone,4,249.07,642,Credit Car ,Returned,TRK65869,5,WINTER15,Referral,996.28
ORD2002,2023-03-2,C71040,Phone,4,434.85,250,Credit Car ,Pending,TRK41397,4,WINTER15,Google,1739.4
ORD2002,2024-08-0,C71035,Tablet,1,436.77,977,Cash,Returned,TRK19599,5,FREESHIP,Google,436.77
ORD2002,2023-12-2,C20752,Printer,1,572.13,150,Debit Card,Cancelled,TRK22298,4,SAVE10,Google,572.13
ORD2002,2024-06-0,C38840,Chair,4,583.07,589,Credit Car ,Cancelled,TRK48484,6,FREESHIP,Referral,2332.28
ORD2002,2025-04-1,C84480,Chair,5,468.51,803,Debit Card,Delivered,TRK62361,9,,Facebook,2342.55
ORD2002,2023-08-1,C37032,Phone,2,423.88,655,Debit Card,Delivered,TRK48639,7,SAVE10,Referral,847.76
ORD2002,2023-11-2,C48942,Tablet,4,663.67,129,Credit Car ,Pending,TRK29355,7,FREESHIP,Google,2654.68
ORD2002,2023-06-0,C13540,Printer,4,309.91,127,Debit Card,Shipped,TRK81087,5,WINTER15,Google,1239.64
ORD2002,2023-03-2,C59572,Monitor,1,542.07,791,Cash,Shipped,TRK16792,6,WINTER15,Referral,542.07
ORD2002,2023-09-1,C29758,Chair,2,399.32,119,Online,Pending,TRK12990,6,WINTER15,Instagram,798.64
ORD2002,2024-10-2,C11849,Tablet,2,238.25,974,Online,Cancelled,TRK91195,7,FREESHIP,Email,476.5
ORD2002,2023-02-0,C50967,Phone,2,182.4,884,Gift Card,Cancelled,TRK65300,5,SAVE10,Referral,364.8
ORD2002,2023-11-0,C80735,Chair,2,65.07,360,Credit Car ,Cancelled,TRK99880,4,SAVE10,Google,130.14
ORD2002,2025-03-2,C99050,Printer,2,600.57,654,Debit Card,Returned,TRK56927,3,WINTER15,Instagram,1201.14
ORD2002,2024-09-0,C11210,Chair,5,90.92,910,Credit Car ,Delivered,TRK44929,9,SAVE10,Facebook,454.6
ORD2002,2024-11-1,C46015,Laptop,5,362.46,299,Cash,Delivered,TRK46598,6,FREESHIP,Instagram,1812.3
ORD2002,2023-10-2,C69167,Chair,3,55.01,263,Online,Pending,TRK12425,7,WINTER15,Email,165.03
ORD20028,2023-03-2,C55388,Tablet,3,404.62,740,Gift Card,Delivered,TRK75741,6,FREESHIP,Instagram,1213.86
ORD20028,2023-07-2,C87181,Desk,4,654.79,195,Cash,Pending,TRK60093,9,,Referral,2619.16
ORD20028,2025-04-2,C30411,Printer,4,637.79,375,Gift Card,Cancelled,TRK71810,9,FREESHIP,Google,2551.16
ORD20028,2025-02-2,C39638,Laptop,4,540.33,990,Cash,Shipped,TRK69745,6,,Google,2161.32
ORD20028,2023-02-1,C27203,Laptop,5,208.17,516,Credit Car ,Returned,TRK22023,6,SAVE10,Facebook,1040.85
ORD20028,2025-06-1,C67583,Phone,1,338.31,974,Online,Delivered,TRK93281,3,,Google,338.31
ORD20028,2025-04-0,C70554,Monitor,3,139.45,187,Gift Card,Returned,TRK61086,8,WINTER15,Google,418.35
ORD20028,2023-11-2,C70437,Chair,4,655.18,630,Online,Shipped,TRK26628,5,,Facebook,2620.72
ORD20028,2023-03-1,C97643,Laptop,4,512.75,537,Debit Card,Returned,TRK60831,8,WINTER15,Google,2051
ORD20028,2023-07-2,C17136,Chair,4,160.49,333,Credit Car ,Shipped,TRK55362,8,WINTER15,Referral,641.96
ORD20029,2023-05-0,C24901,Chair,3,99.9,258,Cash,Delivered,TRK14029,8,FREESHIP,Facebook,299.7
ORD20029,2024-05-1,C61521,Phone,2,345.01,670,Credit Car ,Delivered,TRK93676,6,FREESHIP,Google,690.02
ORD20029,2025-01-1,C39639,Monitor,1,65.95,185,Credit Car ,Delivered,TRK31042,5,,Facebook,65.95
ORD20029,2023-02-1,C33220,Tablet,4,463.04,564,Gift Card,Returned,TRK40450,9,,Instagram,1852.16
ORD20029,2025-04-0,C65414,Phone,2,297.71,208,Online,Shipped,TRK67562,7,SAVE10,Referral,595.42
ORD20029,2023-01-2,C49009,Printer,5,107.48,278,Debit Card,Cancelled,TRK46285,9,FREESHIP,Email,537.4
ORD20029,2024-06-1,C48453,Desk,5,638.8,434,Debit Card,Cancelled,TRK52110,10,WINTER15,Referral,3194
ORD20029,2023-02-2,C68078,Desk,2,493.88,252,Credit Car ,Returned,TRK64862,7,SAVE10,Instagram,987.76
ORD20029,2023-12-1,C19402,Printer,4,301.17,267,Online,Cancelled,TRK97825,6,,Email,1204.68
ORD20029,2024-01-2,C30711,Monitor,1,278.66,856,Gift Card,Cancelled,TRK42696,2,FREESHIP,Instagram,278.66
ORD20030,2024-09-0,C39000,Phone,1,287.46,894,Debit Card,Returned,TRK33753,3,FREESHIP,Facebook,287.46
ORD20030,2023-05-1,C31105,Chair,1,583.99,726,Cash,Cancelled,TRK40149,2,SAVE10,Email,583.99
ORD20030,2023-05-1,C29432,Chair,3,468.74,121,Cash,Pending,TRK44142,4,FREESHIP,Instagram,1406.22
ORD20030,2024-12-0,C48531,Tablet,1,30.54,368,Debit Card,Returned,TRK95462,1,,Google,30.54
ORD20030,2024-10-1,C86762,Monitor,5,408.73,326,Gift Card,Delivered,TRK75686,10,FREESHIP,Instagram,2043.65
ORD20030,2023-11-2,C63822,Laptop,4,126.89,235,Cash,Pending,TRK59353,9,FREESHIP,Instagram,507.56
ORD20030,2024-06-0,C70495,Printer,2,57.07,238,Debit Card,Returned,TRK65511,3,SAVE10,Instagram,114.14
ORD20030,2023-07-0,C92407,Laptop,3,557.41,135,Online,Delivered,TRK11755,4,,Email,1672.23
ORD20030,2023-12-1,C75888,Printer,3,448.9,790,Debit Card,Returned,TRK98467,7,SAVE10,Instagram,1346.7
ORD20030,2023-10-0,C63153,Chair,4,549.76,625,Debit Card,Delivered,TRK38033,4,FREESHIP,Facebook,2199.04
ORD2003,2024-02-2,C85863,Printer,3,132.48,968,Online,Shipped,TRK16094,4,,Referral,397.44
ORD2003,2025-05-1,C71698,Desk,5,489.37,274,Online,Returned,TRK34786,8,,Instagram,2446.85
ORD2003,2025-05-2,C35397,Printer,5,66.31,579,Gift Card,Pending,TRK64742,7,FREESHIP,Referral,331.55
ORD2003,2023-07-0,C67687,Chair,2,434.3,978,Cash,Delivered,TRK22838,7,SAVE10,Instagram,868.6
ORD2003,2023-10-0,C29931,Desk,4,153.09,540,Online,Delivered,TRK48712,4,FREESHIP,Referral,612.36
ORD2003,2025-05-1,C59139,Tablet,5,91.67,301,Online,Cancelled,TRK45507,9,FREESHIP,Email,458.35
ORD2003,2023-10-0,C66078,Desk,4,275.28,101,Gift Card,Shipped,TRK86474,9,WINTER15,Facebook,1101.12
ORD2003,2023-04-1,C88370,Monitor,2,139.95,339,Online,Returned,TRK22575,5,,Instagram,279.9
ORD2003,2024-07-2,C93375,Chair,3,148.72,317,Debit Card,Cancelled,TRK95706,7,SAVE10,Google,446.16
ORD2003,2023-12-0,C53049,Laptop,2,563.06,413,Cash,Returned,TRK48974,6,,Instagram,1126.12
ORD2003,2024-12-1,C55590,Printer,1,625.51,772,Credit Car ,Shipped,TRK48792,1,FREESHIP,Facebook,625.51
ORD2003,2023-08-0,C47086,Phone,4,152.29,135,Debit Card,Cancelled,TRK44194,6,WINTER15,Google,609.16
ORD2003,2024-06-1,C48646,Phone,5,231.82,339,Debit Card,Delivered,TRK18233,6,SAVE10,Facebook,1159.1
ORD2003,2025-01-2,C29416,Laptop,1,150.17,414,Debit Card,Returned,TRK63820,1,SAVE10,Referral,150.17
ORD2003,2024-06-1,C13525,Tablet,3,70.93,847,Debit Card,Returned,TRK70193,5,,Referral,212.79
ORD2003,2023-06-2,C53545,Desk,3,361.39,665,Credit Car ,Shipped,TRK61123,8,,Referral,1084.17
ORD2003,2024-07-0,C65986,Laptop,5,670.48,273,Gift Card,Returned,TRK98353,5,SAVE10,Facebook,3352.4
ORD2003,2023-07-2,C17302,Phone,1,359.99,385,Gift Card,Cancelled,TRK43940,5,SAVE10,Email,359.99
ORD2003,2023-02-2,C18404,Tablet,5,674.04,546,Online,Cancelled,TRK89401,7,SAVE10,Google,3370.2
ORD2003,2024-12-2,C88371,Chair,4,283.16,306,Credit Car ,Shipped,TRK63224,6,,Google,1132.64
ORD2003,2024-06-0,C38068,Desk,5,260.53,532,Gift Card,Pending,TRK54059,5,SAVE10,Instagram,1302.65
ORD2003,2023-04-1,C78724,Printer,3,422.13,187,Online,Delivered,TRK25703,7,SAVE10,Facebook,1266.39
ORD2003,2024-07-0,C26163,Desk,5,125.02,607,Debit Card,Pending,TRK67499,9,SAVE10,Google,625.1
ORD2003,2024-04-1,C87124,Phone,1,198.51,818,Credit Car ,Returned,TRK52086,5,WINTER15,Instagram,198.51
ORD2003,2024-03-2,C90348,Chair,4,224.75,728,Online,Delivered,TRK20635,7,WINTER15,Facebook,899
ORD2003,2025-03-0,C58721,Tablet,3,205.86,978,Gift Card,Shipped,TRK34801,4,,Email,617.58
ORD2003,2023-12-2,C88174,Laptop,1,18.2,441,Debit Card,Pending,TRK10143,4,SAVE10,Instagram,18.2
ORD2003,2023-05-2,C77763,Tablet,3,502.77,599,Debit Card,Returned,TRK66980,8,WINTER15,Email,1508.31
ORD2003,2023-11-0,C53627,Phone,5,305.49,704,Debit Card,Shipped,TRK64112,10,,Referral,1527.45
ORD2003,2024-04-1,C84563,Printer,2,236.33,398,Online,Pending,TRK62422,3,SAVE10,Instagram,472.66
ORD20034,2023-04-2,C76207,Laptop,5,521.25,826,Cash,Cancelled,TRK25569,8,,Email,2606.25
ORD20034,2024-09-2,C94671,Tablet,1,167.15,293,Gift Card,Shipped,TRK61357,5,WINTER15,Email,167.15
ORD20034,2025-06-2,C69994,Monitor,5,466.42,619,Gift Card,Returned,TRK95935,5,,Referral,2332.1
ORD20034,2023-02-2,C64638,Printer,1,527.57,919,Debit Card,Pending,TRK64087,3,FREESHIP,Facebook,527.57
ORD20034,2025-03-0,C95623,Tablet,3,623.34,248,Online,Cancelled,TRK67558,3,SAVE10,Instagram,1870.02
ORD20034,2023-12-0,C24751,Tablet,5,501.26,259,Gift Card,Shipped,TRK37285,10,FREESHIP,Referral,2506.3
ORD20034,2024-12-0,C31764,Tablet,1,655.09,876,Cash,Pending,TRK44680,6,,Referral,655.09
ORD20034,2024-02-0,C83556,Printer,4,264.79,380,Credit Car ,Pending,TRK21109,5,SAVE10,Google,1059.16
ORD20034,2024-03-1,C24369,Laptop,3,359.73,885,Debit Card,Returned,TRK72633,7,FREESHIP,Email,1079.19
ORD20034,2023-11-3,C39648,Chair,1,465.33,824,Gift Card,Delivered,TRK56016,2,FREESHIP,Google,465.33
ORD2003,2023-06-0,C13296,Chair,2,54.41,495,Online,Shipped,TRK60127,6,,Instagram,108.82
ORD2003,2025-02-1,C94248,Laptop,1,64.66,494,Debit Card,Delivered,TRK89406,4,,Instagram,64.66
ORD2003,2023-08-3,C26637,Chair,5,173.96,995,Debit Card,Pending,TRK59546,8,WINTER15,Instagram,869.8
ORD2003,2025-03-2,C16012,Tablet,1,630.82,171,Online,Delivered,TRK15195,5,FREESHIP,Google,630.82
ORD2003,2023-07-1,C31772,Phone,1,693.41,992,Debit Card,Shipped,TRK11970,4,,Instagram,693.41
ORD2003,2025-06-0,C18353,Tablet,3,433.33,677,Credit Car ,Cancelled,TRK78766,4,FREESHIP,Referral,1299.99
ORD2003,2023-05-0,C26966,Printer,5,374.58,907,Gift Card,Cancelled,TRK83889,10,FREESHIP,Instagram,1872.9
ORD2003,2023-07-0,C74982,Laptop,5,408.56,398,Debit Card,Delivered,TRK98700,8,FREESHIP,Instagram,2042.8
ORD2003,2024-04-0,C70633,Tablet,2,183.67,747,Online,Cancelled,TRK82540,3,SAVE10,Google,367.34
ORD2003,2023-06-0,C95643,Desk,4,606.57,303,Debit Card,Delivered,TRK23286,5,WINTER15,Referral,2426.28
ORD2003,2024-06-0,C53810,Phone,4,589.57,779,Cash,Pending,TRK34630,8,,Instagram,2358.28
ORD2003,2024-06-2,C53464,Printer,5,659.85,197,Credit Car ,Delivered,TRK32743,9,SAVE10,Facebook,3299.25
ORD2003,2023-06-2,C53697,Monitor,4,206.84,312,Cash,Cancelled,TRK60476,5,WINTER15,Instagram,827.36
ORD2003,2024-05-2,C31668,Laptop,5,113.87,871,Credit Car ,Pending,TRK42584,6,SAVE10,Email,569.35
ORD2003,2023-11-2,C85282,Phone,5,628.74,740,Cash,Cancelled,TRK86767,9,FREESHIP,Facebook,3143.7
ORD2003,2025-02-1,C56796,Phone,1,678.38,607,Credit Car ,Cancelled,TRK74263,4,SAVE10,Referral,678.38
ORD2003,2023-02-1,C95213,Printer,3,602.24,603,Debit Card,Pending,TRK40630,8,,Referral,1806.72
ORD2003,2024-04-2,C13108,Laptop,5,658.77,712,Gift Card,Pending,TRK82284,10,FREESHIP,Instagram,3293.85
ORD2003,2023-05-0,C85322,Monitor,3,271.02,403,Credit Car ,Cancelled,TRK89728,6,,Google,813.06
ORD2003,2024-12-2,C43545,Monitor,5,375.25,216,Gift Card,Pending,TRK73937,9,SAVE10,Email,1876.25
ORD2003,2025-05-0,C80649,Phone,1,312.11,870,Online,Cancelled,TRK41143,4,WINTER15,Facebook,312.11
ORD2003,2023-01-0,C59752,Phone,5,307.76,179,Gift Card,Pending,TRK82229,9,FREESHIP,Google,1538.8
ORD2003,2025-02-1,C53645,Chair,3,483.53,166,Cash,Returned,TRK12123,4,,Referral,1450.59
ORD2003,2023-01-0,C60178,Laptop,3,341.15,969,Cash,Pending,TRK84505,4,FREESHIP,Instagram,1023.45
ORD2003,2024-09-1,C20286,Monitor,1,571.9,129,Gift Card,Pending,TRK67648,1,WINTER15,Instagram,571.9
ORD2003,2025-01-1,C87547,Monitor,4,95.03,400,Online,Shipped,TRK71027,8,FREESHIP,Facebook,380.12
ORD2003,2023-08-2,C64549,Monitor,5,201.22,341,Debit Card,Pending,TRK20788,6,FREESHIP,Facebook,1006.1
ORD2003,2024-07-2,C24884,Monitor,1,260.26,625,Online,Pending,TRK44538,5,WINTER15,Instagram,260.26
ORD2003,2024-02-0,C62666,Chair,5,64.5,148,Credit Car ,Pending,TRK91029,8,WINTER15,Instagram,322.5
ORD2003,2024-09-2,C47284,Phone,3,297.67,500,Online,Shipped,TRK85756,6,,Google,893.01
ORD20038,2024-04-2,C35355,Printer,4,331.9,127,Cash,Pending,TRK52935,5,SAVE10,Instagram,1327.6
ORD20038,2023-06-0,C29467,Chair,1,191.76,223,Credit Car ,Returned,TRK98103,1,FREESHIP,Instagram,191.76
ORD20038,2025-01-3,C26718,Printer,4,263.09,272,Debit Card,Shipped,TRK91702,8,SAVE10,Google,1052.36
ORD20038,2023-01-2,C18944,Chair,4,393.8,837,Credit Car ,Pending,TRK45275,7,SAVE10,Email,1575.2
ORD20038,2024-11-2,C35628,Chair,3,553.57,147,Credit Car ,Returned,TRK45688,4,FREESHIP,Facebook,1660.71
ORD20038,2023-10-3,C56851,Chair,5,191.63,752,Gift Card,Delivered,TRK65290,6,FREESHIP,Facebook,958.15
ORD20038,2023-04-2,C12421,Tablet,1,93.02,373,Online,Returned,TRK32588,4,,Email,93.02
ORD20038,2024-06-2,C25316,Printer,2,39.53,904,Credit Car ,Shipped,TRK55423,3,WINTER15,Google,79.06
ORD20038,2023-12-2,C22657,Printer,3,633.97,152,Cash,Pending,TRK49157,7,WINTER15,Facebook,1901.91
ORD20038,2023-12-1,C29703,Desk,4,697.5,558,Cash,Shipped,TRK40543,7,FREESHIP,Referral,2790
ORD20039,2023-07-1,C55996,Printer,5,508.69,885,Cash,Delivered,TRK30547,10,FREESHIP,Google,2543.45
ORD20039,2025-01-1,C60037,Laptop,2,527.46,516,Debit Card,Cancelled,TRK82009,3,FREESHIP,Referral,1054.92
ORD20039,2024-02-2,C95100,Phone,1,627.2,197,Online,Delivered,TRK47366,1,WINTER15,Email,627.2
ORD20039,2024-07-1,C39906,Printer,1,75.01,921,Credit Car ,Returned,TRK24632,3,,Google,75.01
ORD20039,2023-07-0,C70148,Desk,5,529.55,359,Gift Card,Shipped,TRK34848,10,,Facebook,2647.75
ORD20039,2025-04-2,C30010,Phone,3,127.41,830,Gift Card,Delivered,TRK35386,7,SAVE10,Referral,382.23
ORD20039,2023-12-0,C99217,Tablet,5,287.13,778,Online,Shipped,TRK82004,10,SAVE10,Email,1435.65
ORD20039,2023-09-2,C30184,Monitor,1,427.06,987,Online,Cancelled,TRK86674,1,WINTER15,Referral,427.06
ORD20039,2024-09-0,C50275,Phone,5,53.93,729,Gift Card,Shipped,TRK98925,7,SAVE10,Instagram,269.65
ORD20039,2024-01-0,C64641,Tablet,5,423.93,319,Debit Card,Returned,TRK32012,5,FREESHIP,Facebook,2119.65
ORD20040,2024-09-2,C56266,Desk,4,160.22,304,Debit Card,Returned,TRK60088,9,WINTER15,Instagram,640.88
ORD20040,2025-04-0,C98635,Printer,1,538.68,197,Debit Card,Returned,TRK14225,6,,Referral,538.68
ORD20040,2023-04-0,C83026,Printer,5,337.38,858,Gift Card,Shipped,TRK79746,5,,Referral,1686.9
ORD20040,2024-11-1,C28893,Tablet,1,620.21,740,Online,Returned,TRK98333,1,FREESHIP,Referral,620.21
ORD20040,2023-03-0,C45482,Monitor,2,99.1,440,Cash,Delivered,TRK54571,6,,Instagram,198.2
ORD20040,2025-01-2,C97774,Monitor,4,451.97,603,Online,Cancelled,TRK64664,7,WINTER15,Email,1807.88
ORD20040,2023-12-1,C11657,Tablet,4,66.1,572,Cash,Returned,TRK50284,9,WINTER15,Google,264.4
ORD20040,2023-08-1,C85993,Tablet,4,547.32,250,Cash,Returned,TRK72547,8,FREESHIP,Instagram,2189.28
ORD20040,2025-01-0,C11906,Printer,3,412.53,536,Online,Pending,TRK31140,6,WINTER15,Google,1237.59
ORD20040,2023-06-2,C45187,Desk,5,84.13,767,Online,Delivered,TRK12320,9,SAVE10,Google,420.65
ORD2004,2024-01-1,C37375,Tablet,2,518.23,184,Debit Card,Shipped,TRK52470,5,,Email,1036.46
ORD2004,2024-06-1,C66567,Desk,2,39.51,981,Online,Shipped,TRK21174,5,,Facebook,79.02
ORD2004,2025-04-1,C42451,Tablet,5,133.01,246,Credit Car ,Returned,TRK31313,10,,Facebook,665.05
ORD2004,2023-10-0,C13923,Tablet,1,118.8,123,Online,Delivered,TRK87598,6,SAVE10,Email,118.8
ORD2004,2025-05-0,C11829,Desk,2,139.57,797,Cash,Delivered,TRK84229,4,WINTER15,Facebook,279.14
ORD2004,2025-04-0,C62169,Chair,1,184.15,655,Gift Card,Shipped,TRK64558,5,FREESHIP,Facebook,184.15
ORD2004,2023-07-1,C20881,Laptop,2,644.05,652,Gift Card,Cancelled,TRK26263,5,WINTER15,Referral,1288.1
ORD2004,2023-10-2,C44492,Laptop,5,55.41,954,Online,Cancelled,TRK51429,5,,Google,277.05
ORD2004,2023-01-1,C74169,Printer,1,310.93,862,Online,Cancelled,TRK66144,3,,Facebook,310.93
ORD2004,2024-04-1,C70999,Tablet,2,216.66,885,Debit Card,Pending,TRK75644,6,FREESHIP,Instagram,433.32
ORD2004,2024-11-2,C11921,Phone,1,452.7,439,Debit Card,Shipped,TRK91362,5,FREESHIP,Instagram,452.7
ORD2004,2023-10-1,C50683,Chair,2,288.21,769,Debit Card,Cancelled,TRK53032,5,,Email,576.42
ORD2004,2023-06-0,C76140,Phone,4,206.6,914,Gift Card,Returned,TRK25861,6,WINTER15,Referral,826.4
ORD2004,2024-07-2,C94311,Printer,4,685.2,195,Gift Card,Cancelled,TRK97308,6,WINTER15,Google,2740.8
ORD2004,2023-04-1,C49491,Chair,5,22.94,339,Cash,Pending,TRK64012,10,,Email,114.7
ORD2004,2023-03-0,C40648,Laptop,2,301.88,488,Gift Card,Returned,TRK25325,5,WINTER15,Email,603.76
ORD2004,2025-03-1,C40967,Monitor,5,57.45,315,Cash,Cancelled,TRK24839,10,,Facebook,287.25
ORD2004,2024-12-1,C25406,Desk,1,161.24,379,Credit Car ,Pending,TRK70952,3,WINTER15,Instagram,161.24
ORD2004,2024-11-2,C77085,Chair,4,262.58,895,Online,Cancelled,TRK57227,8,WINTER15,Email,1050.32
ORD2004,2024-12-1,C38126,Printer,4,515.19,522,Credit Car ,Pending,TRK90838,9,SAVE10,Facebook,2060.76
ORD2004,2023-06-0,C87448,Phone,1,450.07,433,Gift Card,Shipped,TRK44134,6,FREESHIP,Google,450.07
ORD2004,2024-10-0,C62312,Printer,1,52.54,651,Debit Card,Cancelled,TRK59623,6,WINTER15,Facebook,52.54
ORD2004,2023-09-0,C58443,Tablet,2,424.32,662,Credit Car ,Returned,TRK77163,6,,Referral,848.64
ORD2004,2023-08-2,C36613,Monitor,3,631.64,785,Credit Car ,Returned,TRK13282,3,FREESHIP,Facebook,1894.92
ORD2004,2023-10-2,C73893,Printer,5,327.68,384,Credit Car ,Returned,TRK85939,6,,Facebook,1638.4
ORD2004,2023-05-2,C48601,Printer,1,414.47,101,Debit Card,Returned,TRK97868,3,FREESHIP,Instagram,414.47
ORD2004,2023-02-1,C14568,Laptop,4,221.33,651,Online,Pending,TRK73545,5,,Google,885.32
ORD2004,2024-04-1,C63378,Phone,1,512.39,955,Online,Delivered,TRK20863,2,FREESHIP,Instagram,512.39
ORD2004,2025-01-0,C77800,Tablet,3,459.34,436,Gift Card,Pending,TRK27439,3,SAVE10,Instagram,1378.02
ORD2004,2024-09-0,C91155,Tablet,1,146.32,321,Online,Shipped,TRK36260,4,WINTER15,Facebook,146.32
ORD20044,2024-11-0,C60215,Desk,4,83.6,978,Debit Card,Pending,TRK31727,4,SAVE10,Facebook,334.4
ORD20044,2023-12-1,C52915,Printer,2,328.54,475,Gift Card,Returned,TRK79466,6,FREESHIP,Email,657.08
ORD20044,2024-05-0,C72588,Chair,5,314.94,661,Cash,Pending,TRK43410,8,SAVE10,Instagram,1574.7
ORD20044,2024-05-1,C61668,Chair,2,69.64,813,Cash,Returned,TRK58970,6,,Facebook,139.28
ORD20044,2024-06-0,C79508,Printer,1,135.17,585,Online,Shipped,TRK61882,6,FREESHIP,Instagram,135.17
ORD20044,2024-03-2,C94569,Phone,1,487.21,227,Cash,Delivered,TRK31351,3,SAVE10,Referral,487.21
ORD20044,2023-10-1,C89592,Laptop,5,509.58,262,Online,Delivered,TRK49442,6,FREESHIP,Instagram,2547.9
ORD20044,2024-04-0,C48207,Printer,2,416.81,356,Cash,Returned,TRK45355,2,,Facebook,833.62
ORD20044,2023-09-0,C16776,Laptop,2,160,854,Cash,Pending,TRK12860,4,SAVE10,Instagram,320
ORD20044,2024-08-2,C91518,Tablet,3,253.05,286,Online,Pending,TRK48688,3,,Instagram,759.15
ORD2004,2024-01-1,C36408,Monitor,5,615.1,160,Gift Card,Returned,TRK94023,10,WINTER15,Instagram,3075.5
ORD2004,2023-04-0,C14837,Monitor,1,183.18,647,Debit Card,Cancelled,TRK17501,6,SAVE10,Email,183.18
ORD2004,2023-07-2,C36467,Printer,1,75.78,581,Cash,Pending,TRK20863,5,SAVE10,Google,75.78
ORD2004,2025-05-0,C15017,Tablet,1,675.57,492,Cash,Shipped,TRK51241,1,WINTER15,Facebook,675.57
ORD2004,2024-11-2,C54759,Laptop,1,109.29,686,Debit Card,Cancelled,TRK75583,5,FREESHIP,Google,109.29
ORD2004,2024-03-2,C58341,Phone,1,639.83,874,Debit Card,Pending,TRK32856,2,SAVE10,Referral,639.83
